subscription_id,account_id,trial_start_date,conversion_date,plan_name,monthly_recurring_revenue,cancel_date,status
S00415,A00415,2024-01-16,2024-01-24,Pro,99,2024-03-24,cancelled
S00416,A00416,2024-06-04,,Trial Only,0,,trial_expired
S00417,A00417,2024-03-29,,Trial Only,0,,trial_expired
S00418,A00418,2025-05-09,,Trial Only,0,,trial_expired
S00419,A00419,2024-05-06,,Trial Only,0,,trial_expired
S00420,A00420,2025-08-10,2025-08-26,Pro,99,,active
S00421,A00421,2025-02-16,,Trial Only,0,,trial_expired
S00422,A00422,2024-01-19,,Trial Only,0,,trial_expired
S00423,A00423,2024-01-03,2024-01-13,Pro,99,2024-12-04,cancelled
S00424,A00424,2024-01-27,2024-02-04,Business,249,2025-10-09,cancelled
S00425,A00425,2025-01-17,,Trial Only,0,,trial_expired
S00426,A00426,2025-05-27,,Trial Only,0,,trial_expired
S00427,A00427,2024-06-03,2024-06-07,Starter,49,,active
S00428,A00428,2025-06-29,,Trial Only,0,,trial_expired
S00429,A00429,2024-01-30,2024-02-05,Business,249,,active
S00430,A00430,2025-05-26,2025-06-22,Pro,99,,active
S00431,A00431,2025-08-22,,Trial Only,0,,trial_expired
S00432,A00432,2025-05-06,,Trial Only,0,,trial_expired
S00433,A00433,2025-03-16,,Trial Only,0,,trial_expired
S00434,A00434,2025-06-21,,Trial Only,0,,trial_expired
S00435,A00435,2024-01-21,2024-02-01,Pro,99,2024-11-17,cancelled
S00436,A00436,2024-05-08,,Trial Only,0,,trial_expired
S00437,A00437,2024-03-16,2024-04-02,Starter,49,2024-05-09,cancelled
S00438,A00438,2024-11-17,,Trial Only,0,,trial_expired
S00439,A00439,2025-04-18,,Trial Only,0,,trial_expired
S00440,A00440,2025-01-29,,Trial Only,0,,trial_expired
S00441,A00441,2025-06-30,,Trial Only,0,,trial_expired
S00442,A00442,2024-04-06,,Trial Only,0,,trial_expired
S00443,A00443,2025-04-10,,Trial Only,0,,trial_expired
S00444,A00444,2024-05-02,,Trial Only,0,,trial_expired
S00445,A00445,2024-06-25,,Trial Only,0,,trial_expired
S00446,A00446,2025-03-25,,Trial Only,0,,trial_expired
S00447,A00447,2025-09-20,,Trial Only,0,,trial_expired
S00448,A00448,2025-01-20,2025-01-29,Pro,99,2025-04-25,cancelled
S00449,A00449,2024-01-29,2024-02-03,Business,249,2025-06-04,cancelled
S00450,A00450,2025-01-22,2025-02-01,Business,249,2025-04-25,cancelled
S00451,A00451,2024-01-22,2024-01-31,Business,249,2024-04-04,cancelled
S00452,A00452,2025-07-23,,Trial Only,0,,trial_expired
S00453,A00453,2025-03-24,,Trial Only,0,,trial_expired
S00454,A00454,2024-04-19,,Trial Only,0,,trial_expired
S00455,A00455,2024-02-22,2024-03-10,Pro,99,2024-06-09,cancelled
S00456,A00456,2024-04-26,,Trial Only,0,,trial_expired
S00457,A00457,2025-09-20,,Trial Only,0,,trial_expired
S00458,A00458,2024-10-22,,Trial Only,0,,trial_expired
S00459,A00459,2025-05-15,2025-05-23,Pro,99,,active
S00460,A00460,2025-02-02,,Trial Only,0,,trial_expired
S00461,A00461,2024-12-30,,Trial Only,0,,trial_expired
S00462,A00462,2024-03-30,2024-04-11,Pro,99,2024-09-23,cancelled
S00463,A00463,2025-09-02,2025-09-19,Starter,49,2025-12-11,cancelled
S00464,A00464,2024-07-16,,Trial Only,0,,trial_expired
S00465,A00465,2025-01-02,,Trial Only,0,,trial_expired
S00466,A00466,2025-03-18,,Trial Only,0,,trial_expired
S00467,A00467,2025-02-11,,Trial Only,0,,trial_expired
S00468,A00468,2025-08-30,2025-09-08,Business,249,,active
S00469,A00469,2024-04-02,,Trial Only,0,,trial_expired
S00470,A00470,2024-11-19,,Trial Only,0,,trial_expired
S00471,A00471,2024-09-19,,Trial Only,0,,trial_expired
S00472,A00472,2024-11-02,,Trial Only,0,,trial_expired
S00473,A00473,2024-03-12,2024-03-29,Starter,49,2024-08-21,cancelled
S00474,A00474,2024-03-23,,Trial Only,0,,trial_expired
S00475,A00475,2024-06-30,2024-07-12,Starter,49,2024-08-07,cancelled
S00476,A00476,2024-07-18,,Trial Only,0,,trial_expired
S00477,A00477,2024-10-01,,Trial Only,0,,trial_expired
S00478,A00478,2025-01-19,,Trial Only,0,,trial_expired
S00479,A00479,2025-02-01,,Trial Only,0,,trial_expired
S00480,A00480,2024-09-23,2024-09-28,Starter,49,2025-11-23,cancelled
S00481,A00481,2024-09-21,2024-10-03,Pro,99,,active
S00482,A00482,2024-05-19,,Trial Only,0,,trial_expired
S00483,A00483,2025-01-08,,Trial Only,0,,trial_expired
S00484,A00484,2024-07-27,,Trial Only,0,,trial_expired
S00485,A00485,2024-01-19,,Trial Only,0,,trial_expired
S00486,A00486,2024-09-26,2024-09-30,Starter,49,2025-06-04,cancelled
S00487,A00487,2024-11-02,,Trial Only,0,,trial_expired
S00488,A00488,2024-05-25,,Trial Only,0,,trial_expired
S00489,A00489,2024-12-30,,Trial Only,0,,trial_expired
S00490,A00490,2024-12-25,,Trial Only,0,,trial_expired
S00491,A00491,2025-03-19,2025-04-08,Starter,49,2025-08-23,cancelled
S00492,A00492,2025-02-10,2025-02-24,Pro,99,2025-08-18,cancelled
S00493,A00493,2025-02-13,,Trial Only,0,,trial_expired
S00494,A00494,2024-07-26,,Trial Only,0,,trial_expired
S00495,A00495,2025-05-17,2025-05-20,Business,249,2025-11-14,cancelled
S00496,A00496,2024-12-14,,Trial Only,0,,trial_expired
S00497,A00497,2024-10-04,,Trial Only,0,,trial_expired
S00498,A00498,2025-01-27,,Trial Only,0,,trial_expired
S00499,A00499,2024-08-26,,Trial Only,0,,trial_expired
S00500,A00500,2024-11-22,2024-11-30,Pro,99,,active
S00501,A00501,2025-04-12,2025-05-03,Pro,99,2025-06-24,cancelled
S00502,A00502,2025-07-24,2025-08-05,Pro,99,,active
S00503,A00503,2025-08-17,,Trial Only,0,,trial_expired
S00504,A00504,2024-11-17,,Trial Only,0,,trial_expired
S00505,A00505,2024-11-26,,Trial Only,0,,trial_expired
S00506,A00506,2025-05-26,,Trial Only,0,,trial_expired
S00507,A00507,2024-07-25,2024-08-07,Starter,49,,active
S00508,A00508,2025-06-20,,Trial Only,0,,trial_expired
S00509,A00509,2024-11-12,,Trial Only,0,,trial_expired
S00510,A00510,2024-03-10,2024-03-22,Starter,49,2024-04-19,cancelled
S00511,A00511,2024-02-09,,Trial Only,0,,trial_expired
S00512,A00512,2025-06-24,2025-07-09,Pro,99,,active
S00513,A00513,2024-01-29,,Trial Only,0,,trial_expired
S00514,A00514,2024-07-02,,Trial Only,0,,trial_expired
S00515,A00515,2024-08-07,2024-08-31,Business,249,2024-09-25,cancelled
S00516,A00516,2024-04-18,,Trial Only,0,,trial_expired
S00517,A00517,2024-07-24,2024-08-10,Pro,99,2025-01-01,cancelled
S00518,A00518,2025-04-16,,Trial Only,0,,trial_expired
S00519,A00519,2024-01-08,2024-01-11,Business,249,2025-01-16,cancelled
S00520,A00520,2025-06-13,2025-06-24,Pro,99,2025-09-16,cancelled
S00521,A00521,2025-07-03,2025-07-11,Starter,49,,active
S00522,A00522,2024-09-02,,Trial Only,0,,trial_expired
S00523,A00523,2024-04-05,,Trial Only,0,,trial_expired
S00524,A00524,2025-01-14,2025-01-22,Pro,99,2026-03-15,cancelled
S00525,A00525,2024-03-13,2024-04-03,Pro,99,2024-05-21,cancelled
S00526,A00526,2024-08-29,,Trial Only,0,,trial_expired
S00527,A00527,2025-09-09,2025-09-17,Starter,49,,active
S00528,A00528,2025-09-28,2025-10-04,Starter,49,,active
S00529,A00529,2025-05-06,2025-05-14,Starter,49,,active
S00530,A00530,2024-07-23,2024-08-07,Pro,99,2024-09-02,cancelled
S00531,A00531,2025-03-09,,Trial Only,0,,trial_expired
S00532,A00532,2025-03-21,,Trial Only,0,,trial_expired
S00533,A00533,2024-09-10,,Trial Only,0,,trial_expired
S00534,A00534,2025-02-05,2025-02-17,Business,249,,active
S00535,A00535,2024-01-06,,Trial Only,0,,trial_expired
S00536,A00536,2024-05-13,2024-05-20,Starter,49,2025-10-19,cancelled
S00537,A00537,2024-11-28,2024-12-04,Starter,49,,active
S00538,A00538,2024-04-12,2024-05-07,Pro,99,2024-08-13,cancelled
S00539,A00539,2024-04-14,,Trial Only,0,,trial_expired
S00540,A00540,2025-06-20,2025-07-01,Starter,49,,active
S00541,A00541,2025-09-25,,Trial Only,0,,trial_expired
S00542,A00542,2024-12-19,,Trial Only,0,,trial_expired
S00543,A00543,2025-06-21,2025-07-01,Starter,49,2025-08-13,cancelled
S00544,A00544,2025-09-25,,Trial Only,0,,trial_expired
S00545,A00545,2024-03-28,,Trial Only,0,,trial_expired
S00546,A00546,2024-10-15,2024-10-31,Starter,49,,active
S00547,A00547,2024-09-13,,Trial Only,0,,trial_expired
S00548,A00548,2024-02-14,,Trial Only,0,,trial_expired
S00549,A00549,2025-04-25,2025-05-06,Starter,49,2025-09-13,cancelled
S00550,A00550,2024-10-05,2024-10-29,Business,249,2025-01-07,cancelled
S00551,A00551,2024-10-30,,Trial Only,0,,trial_expired
S00552,A00552,2024-04-03,2024-04-15,Starter,49,2025-03-04,cancelled
S00553,A00553,2024-04-24,2024-05-12,Pro,99,2024-08-01,cancelled
S00554,A00554,2025-08-07,,Trial Only,0,,trial_expired
S00555,A00555,2024-01-24,2024-02-10,Pro,99,2025-09-06,cancelled
S00556,A00556,2024-05-30,2024-06-12,Business,249,2025-03-01,cancelled
S00557,A00557,2024-07-09,2024-07-12,Starter,49,2025-05-02,cancelled
S00558,A00558,2024-11-10,,Trial Only,0,,trial_expired
S00559,A00559,2025-01-07,,Trial Only,0,,trial_expired
S00560,A00560,2024-11-12,2024-12-10,Starter,49,,active
S00561,A00561,2024-02-17,,Trial Only,0,,trial_expired
S00562,A00562,2024-06-06,,Trial Only,0,,trial_expired
S00563,A00563,2025-06-25,,Trial Only,0,,trial_expired
S00564,A00564,2025-02-03,,Trial Only,0,,trial_expired
S00565,A00565,2025-02-11,,Trial Only,0,,trial_expired
S00566,A00566,2025-02-25,2025-02-28,Starter,49,,active
S00567,A00567,2025-04-30,2025-05-25,Pro,99,2025-06-23,cancelled
S00568,A00568,2024-01-31,2024-02-17,Pro,99,2025-07-08,cancelled
S00569,A00569,2024-08-30,,Trial Only,0,,trial_expired
S00570,A00570,2024-12-07,,Trial Only,0,,trial_expired
S00571,A00571,2024-08-10,,Trial Only,0,,trial_expired
S00572,A00572,2025-06-25,,Trial Only,0,,trial_expired
S00573,A00573,2024-11-06,2024-11-15,Pro,99,2025-02-06,cancelled
S00574,A00574,2025-05-04,,Trial Only,0,,trial_expired
S00575,A00575,2025-06-30,2025-07-12,Starter,49,2025-09-06,cancelled
S00576,A00576,2024-11-18,,Trial Only,0,,trial_expired
S00577,A00577,2025-08-09,,Trial Only,0,,trial_expired
S00578,A00578,2025-01-07,,Trial Only,0,,trial_expired
S00579,A00579,2025-06-29,2025-07-16,Pro,99,,active
S00580,A00580,2024-08-12,,Trial Only,0,,trial_expired
S00581,A00581,2024-11-14,2024-11-18,Starter,49,2025-03-17,cancelled
S00582,A00582,2024-12-02,,Trial Only,0,,trial_expired
S00583,A00583,2024-03-03,2024-03-14,Pro,99,2024-04-11,cancelled
S00584,A00584,2024-09-16,,Trial Only,0,,trial_expired
S00585,A00585,2025-08-14,,Trial Only,0,,trial_expired
S00586,A00586,2025-01-30,2025-02-05,Business,249,,active
S00587,A00587,2024-04-22,2024-04-30,Starter,49,2024-06-05,cancelled
S00588,A00588,2024-08-11,,Trial Only,0,,trial_expired
S00589,A00589,2024-05-01,,Trial Only,0,,trial_expired
S00590,A00590,2024-01-13,,Trial Only,0,,trial_expired
S00591,A00591,2025-08-21,2025-09-05,Starter,49,,active
S00592,A00592,2024-10-15,2024-11-06,Pro,99,2025-04-15,cancelled
S00593,A00593,2024-07-20,,Trial Only,0,,trial_expired
S00594,A00594,2025-01-13,,Trial Only,0,,trial_expired
S00595,A00595,2024-01-04,2024-01-09,Pro,99,2025-08-25,cancelled
S00596,A00596,2024-06-30,2024-07-16,Starter,49,,active
S00597,A00597,2025-03-20,,Trial Only,0,,trial_expired
S00598,A00598,2025-01-31,,Trial Only,0,,trial_expired
S00599,A00599,2025-09-21,2025-10-05,Starter,49,2026-01-21,cancelled
S00600,A00600,2025-01-24,,Trial Only,0,,trial_expired
S00601,A00601,2024-11-03,2024-11-10,Starter,49,,active
S00602,A00602,2025-04-29,2025-05-18,Pro,99,2025-08-05,cancelled
S00603,A00603,2025-08-05,,Trial Only,0,,trial_expired
S00604,A00604,2025-04-01,2025-04-11,Pro,99,2025-06-09,cancelled
S00605,A00605,2025-09-11,2025-09-28,Starter,49,,active
S00606,A00606,2025-05-13,2025-05-24,Starter,49,,active
S00607,A00607,2025-07-11,,Trial Only,0,,trial_expired
S00608,A00608,2024-03-09,2024-03-15,Pro,99,2025-07-21,cancelled
S00609,A00609,2025-04-09,,Trial Only,0,,trial_expired
S00610,A00610,2024-10-10,,Trial Only,0,,trial_expired
S00611,A00611,2024-12-17,,Trial Only,0,,trial_expired
S00612,A00612,2025-02-14,2025-02-26,Pro,99,,active
S00613,A00613,2025-09-15,,Trial Only,0,,trial_expired
S00614,A00614,2025-09-23,2025-10-02,Starter,49,,active
S00615,A00615,2024-07-07,2024-07-24,Pro,99,,active
S00616,A00616,2025-04-10,,Trial Only,0,,trial_expired
S00617,A00617,2025-04-21,,Trial Only,0,,trial_expired
S00618,A00618,2024-08-16,,Trial Only,0,,trial_expired
S00619,A00619,2024-03-16,,Trial Only,0,,trial_expired
S00620,A00620,2024-01-22,2024-01-30,Starter,49,2024-04-06,cancelled
S00621,A00621,2025-05-10,,Trial Only,0,,trial_expired
S00622,A00622,2024-11-10,,Trial Only,0,,trial_expired
S00623,A00623,2025-09-23,2025-10-07,Starter,49,,active
S00624,A00624,2024-10-27,,Trial Only,0,,trial_expired
S00625,A00625,2025-09-19,,Trial Only,0,,trial_expired
S00626,A00626,2024-09-23,,Trial Only,0,,trial_expired
S00627,A00627,2025-05-21,,Trial Only,0,,trial_expired
S00628,A00628,2024-02-18,2024-02-23,Starter,49,2025-12-17,cancelled
S00629,A00629,2024-12-18,2024-12-27,Pro,99,,active
S00630,A00630,2025-05-27,2025-06-09,Starter,49,,active
S00631,A00631,2025-08-19,2025-08-28,Pro,99,,active
S00632,A00632,2025-06-10,2025-06-14,Pro,99,,active
S00633,A00633,2024-01-20,,Trial Only,0,,trial_expired
S00634,A00634,2024-09-02,,Trial Only,0,,trial_expired
S00635,A00635,2024-01-26,,Trial Only,0,,trial_expired
S00636,A00636,2024-03-06,,Trial Only,0,,trial_expired
S00637,A00637,2025-03-01,,Trial Only,0,,trial_expired
S00638,A00638,2025-03-27,2025-03-30,Starter,49,2025-09-16,cancelled
S00639,A00639,2025-05-07,,Trial Only,0,,trial_expired
S00640,A00640,2025-07-10,2025-07-20,Starter,49,2025-12-16,cancelled
S00641,A00641,2025-04-14,,Trial Only,0,,trial_expired
S00642,A00642,2025-05-26,,Trial Only,0,,trial_expired
S00643,A00643,2024-01-26,,Trial Only,0,,trial_expired
S00644,A00644,2024-05-31,2024-06-14,Pro,99,2025-02-19,cancelled
S00645,A00645,2025-01-25,,Trial Only,0,,trial_expired
S00646,A00646,2025-07-05,2025-07-24,Business,249,,active
S00647,A00647,2024-01-03,,Trial Only,0,,trial_expired
S00648,A00648,2024-11-23,,Trial Only,0,,trial_expired
S00649,A00649,2025-03-02,2025-03-17,Pro,99,,active
S00650,A00650,2024-01-16,2024-01-19,Business,249,2024-03-17,cancelled
S00651,A00651,2024-09-17,2024-09-24,Business,249,2025-04-22,cancelled
S00652,A00652,2025-07-30,2025-08-09,Pro,99,,active
S00653,A00653,2025-02-26,2025-03-07,Starter,49,,active
S00654,A00654,2024-06-02,2024-06-14,Starter,49,,active
S00655,A00655,2025-07-01,,Trial Only,0,,trial_expired
S00656,A00656,2024-08-17,,Trial Only,0,,trial_expired
S00657,A00657,2025-07-01,,Trial Only,0,,trial_expired
S00658,A00658,2024-07-14,,Trial Only,0,,trial_expired
S00659,A00659,2025-01-09,,Trial Only,0,,trial_expired
S00660,A00660,2024-09-15,2024-09-30,Pro,99,2025-09-22,cancelled
S00661,A00661,2024-06-28,2024-07-15,Starter,49,2025-06-10,cancelled
S00662,A00662,2025-07-24,,Trial Only,0,,trial_expired
S00663,A00663,2024-04-29,,Trial Only,0,,trial_expired
S00664,A00664,2024-02-18,,Trial Only,0,,trial_expired
S00665,A00665,2024-08-13,,Trial Only,0,,trial_expired
S00666,A00666,2025-03-30,,Trial Only,0,,trial_expired
S00667,A00667,2025-05-31,,Trial Only,0,,trial_expired
S00668,A00668,2025-09-30,2025-10-17,Pro,99,2026-03-16,cancelled
S00669,A00669,2024-07-12,,Trial Only,0,,trial_expired
S00670,A00670,2024-09-21,,Trial Only,0,,trial_expired
S00671,A00671,2024-03-25,2024-04-09,Starter,49,2024-06-13,cancelled
S00672,A00672,2025-01-01,2025-01-11,Pro,99,,active
S00673,A00673,2025-09-29,,Trial Only,0,,trial_expired
S00674,A00674,2025-03-18,,Trial Only,0,,trial_expired
S00675,A00675,2025-01-11,,Trial Only,0,,trial_expired
S00676,A00676,2024-09-13,2024-09-25,Starter,49,2025-08-19,cancelled
S00677,A00677,2025-08-13,2025-08-21,Starter,49,,active
S00678,A00678,2024-11-13,,Trial Only,0,,trial_expired
S00679,A00679,2024-03-23,2024-03-29,Starter,49,,active
S00680,A00680,2024-08-29,,Trial Only,0,,trial_expired
S00681,A00681,2024-02-06,2024-02-15,Starter,49,2024-04-06,cancelled
S00682,A00682,2024-05-08,,Trial Only,0,,trial_expired
S00683,A00683,2024-01-10,2024-01-26,Starter,49,2024-10-04,cancelled
S00684,A00684,2024-10-19,,Trial Only,0,,trial_expired
S00685,A00685,2025-02-01,,Trial Only,0,,trial_expired
S00686,A00686,2024-08-14,,Trial Only,0,,trial_expired
S00687,A00687,2024-09-27,,Trial Only,0,,trial_expired
S00688,A00688,2025-09-09,2025-09-23,Starter,49,,active
S00689,A00689,2025-04-22,,Trial Only,0,,trial_expired
S00690,A00690,2024-12-08,,Trial Only,0,,trial_expired
S00691,A00691,2024-07-04,2024-07-11,Pro,99,,active
S00692,A00692,2025-07-31,,Trial Only,0,,trial_expired
S00693,A00693,2024-05-31,,Trial Only,0,,trial_expired
S00694,A00694,2024-08-01,,Trial Only,0,,trial_expired
S00695,A00695,2025-08-09,,Trial Only,0,,trial_expired
S00696,A00696,2024-11-30,,Trial Only,0,,trial_expired
S00697,A00697,2025-04-16,,Trial Only,0,,trial_expired
S00698,A00698,2025-01-09,,Trial Only,0,,trial_expired
S00699,A00699,2025-02-14,,Trial Only,0,,trial_expired
S00700,A00700,2024-07-15,,Trial Only,0,,trial_expired
S00701,A00701,2024-06-05,,Trial Only,0,,trial_expired
S00702,A00702,2024-07-30,2024-08-10,Pro,99,,active
S00703,A00703,2024-04-06,2024-04-11,Starter,49,2024-08-18,cancelled
S00704,A00704,2025-07-16,2025-07-23,Business,249,2025-09-10,cancelled
S00705,A00705,2024-07-03,,Trial Only,0,,trial_expired
S00706,A00706,2024-12-22,,Trial Only,0,,trial_expired
S00707,A00707,2025-05-20,,Trial Only,0,,trial_expired
S00708,A00708,2025-05-14,2025-05-29,Starter,49,2025-12-19,cancelled
S00709,A00709,2024-10-08,2024-10-28,Starter,49,2025-01-03,cancelled
S00710,A00710,2024-11-03,,Trial Only,0,,trial_expired
S00711,A00711,2025-09-28,2025-10-23,Business,249,2026-02-13,cancelled
S00712,A00712,2025-02-28,2025-03-09,Business,249,,active
S00713,A00713,2025-06-05,2025-06-21,Pro,99,2025-12-20,cancelled
S00714,A00714,2025-08-04,,Trial Only,0,,trial_expired
S00715,A00715,2025-05-17,2025-05-30,Business,249,,active
S00716,A00716,2024-04-27,2024-05-11,Starter,49,,active
S00717,A00717,2024-12-23,,Trial Only,0,,trial_expired
S00718,A00718,2024-02-29,,Trial Only,0,,trial_expired
S00719,A00719,2025-02-13,,Trial Only,0,,trial_expired
S00720,A00720,2025-09-07,2025-09-23,Pro,99,2026-01-12,cancelled
S00721,A00721,2024-11-22,2024-12-09,Pro,99,2025-03-21,cancelled
S00722,A00722,2024-10-05,2024-10-16,Starter,49,2024-11-10,cancelled
S00723,A00723,2024-01-19,2024-01-24,Pro,99,2024-04-24,cancelled
S00724,A00724,2025-09-10,2025-09-25,Starter,49,,active
S00725,A00725,2024-03-01,,Trial Only,0,,trial_expired
S00726,A00726,2024-01-22,,Trial Only,0,,trial_expired
S00727,A00727,2024-06-08,,Trial Only,0,,trial_expired
S00728,A00728,2024-02-05,2024-02-22,Business,249,2026-02-14,cancelled
S00729,A00729,2024-10-20,,Trial Only,0,,trial_expired
S00730,A00730,2024-11-23,,Trial Only,0,,trial_expired
S00731,A00731,2024-07-24,2024-08-03,Business,249,,active
S00732,A00732,2024-01-27,2024-02-04,Business,249,2025-07-22,cancelled
S00733,A00733,2024-03-07,2024-03-24,Starter,49,,active
S00734,A00734,2024-09-09,,Trial Only,0,,trial_expired
S00735,A00735,2024-02-01,2024-02-12,Pro,99,,active
S00736,A00736,2025-03-16,2025-03-26,Starter,49,,active
S00737,A00737,2024-05-12,2024-05-26,Pro,99,2025-05-11,cancelled
S00738,A00738,2024-07-16,,Trial Only,0,,trial_expired
S00739,A00739,2024-09-13,,Trial Only,0,,trial_expired
S00740,A00740,2024-09-25,2024-09-30,Pro,99,,active
S00741,A00741,2024-01-01,,Trial Only,0,,trial_expired
S00742,A00742,2024-03-07,,Trial Only,0,,trial_expired
S00743,A00743,2025-07-08,2025-07-16,Pro,99,2026-02-23,cancelled
S00744,A00744,2024-01-01,,Trial Only,0,,trial_expired
S00745,A00745,2024-11-19,2024-12-01,Starter,49,2025-07-07,cancelled
S00746,A00746,2024-11-10,,Trial Only,0,,trial_expired
S00747,A00747,2024-08-07,2024-08-14,Pro,99,2024-10-01,cancelled
S00748,A00748,2024-10-04,,Trial Only,0,,trial_expired
S00749,A00749,2025-05-12,,Trial Only,0,,trial_expired
S00750,A00750,2025-06-23,2025-07-21,Starter,49,,active
S00751,A00751,2024-06-18,2024-07-03,Starter,49,2024-08-11,cancelled
S00752,A00752,2024-07-30,,Trial Only,0,,trial_expired
S00753,A00753,2024-06-05,,Trial Only,0,,trial_expired
S00754,A00754,2024-11-05,,Trial Only,0,,trial_expired
S00755,A00755,2025-03-06,2025-03-13,Starter,49,,active
S00756,A00756,2024-05-27,2024-06-13,Pro,99,,active
S00757,A00757,2024-08-05,,Trial Only,0,,trial_expired
S00758,A00758,2025-08-23,,Trial Only,0,,trial_expired
S00759,A00759,2024-01-26,2024-02-02,Starter,49,2024-11-09,cancelled
S00760,A00760,2024-10-24,,Trial Only,0,,trial_expired
S00761,A00761,2025-03-26,,Trial Only,0,,trial_expired
S00762,A00762,2024-04-03,,Trial Only,0,,trial_expired
S00763,A00763,2024-01-25,,Trial Only,0,,trial_expired
S00764,A00764,2024-03-26,,Trial Only,0,,trial_expired
S00765,A00765,2025-08-15,,Trial Only,0,,trial_expired
S00766,A00766,2024-01-05,,Trial Only,0,,trial_expired
S00767,A00767,2024-04-29,,Trial Only,0,,trial_expired
S00768,A00768,2024-01-17,,Trial Only,0,,trial_expired
S00769,A00769,2024-03-06,2024-03-13,Starter,49,,active
S00770,A00770,2025-01-24,,Trial Only,0,,trial_expired
S00771,A00771,2024-06-05,,Trial Only,0,,trial_expired
S00772,A00772,2024-12-28,2025-01-11,Starter,49,2025-04-13,cancelled
S00773,A00773,2025-01-09,2025-01-23,Starter,49,2025-09-13,cancelled
S00774,A00774,2025-06-29,,Trial Only,0,,trial_expired
S00775,A00775,2024-01-03,,Trial Only,0,,trial_expired
S00776,A00776,2025-07-01,,Trial Only,0,,trial_expired
S00777,A00777,2025-01-24,,Trial Only,0,,trial_expired
S00778,A00778,2024-04-11,,Trial Only,0,,trial_expired
S00779,A00779,2025-05-07,,Trial Only,0,,trial_expired
S00780,A00780,2025-07-03,,Trial Only,0,,trial_expired
S00781,A00781,2024-06-13,2024-06-30,Pro,99,2025-04-08,cancelled
S00782,A00782,2025-08-15,2025-08-27,Starter,49,2026-03-23,cancelled
S00783,A00783,2024-10-19,2024-11-04,Starter,49,2024-12-14,cancelled
