ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K000551,A00522,2026-03-13,low,18.2,3.5
K000552,A00522,2025-10-24,medium,15.5,3.7
K000553,A00523,2026-01-12,low,20.3,4.3
K000554,A00523,2026-02-13,low,6.4,4.2
K000555,A00524,2025-07-01,low,14.8,3.8
K000556,A00525,2024-04-19,medium,3.7,3.9
K000557,A00525,2024-05-01,low,14.0,4.6
K000558,A00525,2024-05-18,low,24.2,3.9
K000559,A00526,2025-04-04,high,16.2,3.5
K000560,A00526,2025-09-25,low,19.7,3.8
K000561,A00527,2026-01-17,medium,0.5,3.1
K000562,A00527,2026-02-01,low,13.7,3.9
K000563,A00527,2025-11-06,high,15.6,4.4
K000564,A00528,2026-03-09,low,17.1,3.7
K000565,A00528,2025-11-12,medium,2.9,4.3
K000566,A00530,2024-08-04,high,2.2,3.4
K000567,A00530,2024-08-17,low,5.1,4.7
K000568,A00532,2025-09-26,medium,24.2,3.4
K000569,A00533,2024-10-15,low,30.4,3.8
K000570,A00533,2026-02-01,low,18.1,2.8
K000571,A00536,2025-04-25,low,3.7,4.5
K000572,A00536,2024-09-14,medium,5.1,4.4
K000573,A00537,2025-11-12,medium,0.5,4.2
K000574,A00537,2025-08-29,low,4.6,3.3
K000575,A00537,2024-12-02,medium,44.0,2.8
K000576,A00538,2024-06-24,high,26.9,3.1
K000577,A00538,2024-05-31,medium,33.0,4.3
K000578,A00538,2024-05-28,low,17.8,3.0
K000579,A00538,2024-08-13,medium,7.5,3.8
K000580,A00539,2025-03-31,medium,12.5,5.0
K000581,A00539,2026-01-13,low,7.3,3.5
K000582,A00540,2026-03-06,low,3.6,4.6
K000583,A00540,2025-12-31,low,2.8,3.7
K000584,A00543,2025-07-17,medium,31.3,3.5
K000585,A00544,2025-12-27,low,21.8,2.8
K000586,A00545,2025-01-10,low,8.6,4.2
K000587,A00546,2025-12-25,high,22.5,3.2
K000588,A00546,2024-12-30,medium,8.9,3.9
K000589,A00547,2025-11-26,low,12.4,4.3
K000590,A00548,2024-08-30,low,5.1,3.7
K000591,A00549,2025-05-03,low,13.3,4.0
K000592,A00549,2025-09-01,high,13.3,4.1
K000593,A00549,2025-05-25,low,2.6,4.9
K000594,A00552,2025-02-16,low,2.4,3.4
K000595,A00553,2024-05-29,low,1.7,3.8
K000596,A00554,2025-09-02,medium,9.5,4.0
K000597,A00554,2026-01-19,low,22.3,3.8
K000598,A00556,2024-09-08,low,11.3,3.0
K000599,A00556,2024-06-19,medium,10.5,3.9
K000600,A00557,2025-02-02,medium,7.9,4.2
K000601,A00558,2025-04-07,medium,3.2,3.6
K000602,A00559,2025-02-24,low,19.4,3.8
K000603,A00560,2025-11-11,low,5.8,4.0
K000604,A00560,2025-01-10,medium,6.1,5.0
K000605,A00561,2024-12-01,medium,6.9,4.0
K000606,A00563,2026-03-21,medium,4.9,5.0
K000607,A00564,2025-07-16,high,19.9,3.7
K000608,A00564,2025-10-24,low,3.6,4.4
K000609,A00566,2025-08-01,high,40.9,3.2
K000610,A00566,2026-03-16,low,4.6,4.2
K000611,A00566,2025-09-26,medium,4.9,3.9
K000612,A00569,2025-05-29,low,6.1,4.6
K000613,A00569,2025-12-21,low,8.0,2.6
K000614,A00573,2024-12-03,low,27.9,4.5
K000615,A00574,2025-06-04,low,32.6,3.9
K000616,A00574,2026-02-05,low,9.8,3.6
K000617,A00575,2025-08-21,high,55.2,3.2
K000618,A00575,2025-07-10,high,14.1,4.7
K000619,A00577,2025-09-10,low,12.3,4.1
K000620,A00578,2025-10-08,medium,18.8,3.7
K000621,A00578,2026-02-16,medium,15.5,2.3
K000622,A00580,2026-03-29,high,32.2,3.3
K000623,A00581,2024-12-12,low,45.0,2.6
K000624,A00581,2025-01-11,medium,3.0,3.8
K000625,A00582,2025-08-18,low,9.4,4.0
K000626,A00583,2024-03-21,medium,5.9,4.0
K000627,A00583,2024-03-07,low,4.9,3.8
K000628,A00585,2026-01-07,low,11.8,4.5
K000629,A00585,2026-01-20,medium,7.9,4.4
K000630,A00586,2025-03-18,low,14.5,4.2
K000631,A00586,2025-04-13,high,64.1,2.7
K000632,A00587,2024-05-20,low,5.8,3.8
K000633,A00588,2026-02-22,medium,21.1,3.8
K000634,A00588,2025-07-20,medium,3.4,4.0
K000635,A00588,2024-10-04,medium,2.8,4.3
K000636,A00589,2026-02-25,low,5.9,5.0
K000637,A00593,2024-11-17,low,31.0,3.9
K000638,A00593,2025-11-11,low,14.2,4.3
K000639,A00594,2025-11-17,medium,13.5,4.0
K000640,A00594,2025-11-04,low,12.3,4.3
K000641,A00594,2025-08-26,medium,31.8,4.0
K000642,A00595,2024-09-24,medium,13.2,4.4
K000643,A00595,2024-07-16,medium,0.5,3.7
K000644,A00598,2025-04-29,low,12.8,3.5
K000645,A00598,2026-03-16,low,7.9,5.0
K000646,A00599,2025-11-15,low,20.8,4.0
K000647,A00599,2026-01-01,medium,21.5,3.4
K000648,A00600,2025-01-28,medium,3.7,4.3
K000649,A00601,2024-12-21,medium,9.5,4.4
K000650,A00601,2025-10-21,low,18.6,4.5
K000651,A00604,2025-04-09,low,15.0,3.4
K000652,A00604,2025-04-25,low,3.5,3.9
K000653,A00606,2025-06-25,medium,10.1,3.7
K000654,A00607,2025-08-07,low,6.1,3.4
K000655,A00607,2025-09-02,medium,3.8,3.9
K000656,A00607,2026-01-03,low,15.9,4.3
K000657,A00608,2025-01-15,low,6.2,4.6
K000658,A00609,2025-08-08,low,13.4,3.4
K000659,A00611,2025-12-31,medium,1.2,4.8
K000660,A00612,2026-01-05,medium,12.0,4.1
K000661,A00612,2025-11-16,high,8.0,4.7
K000662,A00613,2026-02-27,medium,3.5,4.4
K000663,A00613,2026-03-05,low,13.2,4.3
K000664,A00617,2025-12-25,low,8.4,3.4
K000665,A00617,2025-05-27,low,10.5,3.6
K000666,A00618,2026-01-23,medium,5.7,5.0
K000667,A00618,2024-10-30,medium,16.0,4.2
K000668,A00619,2025-06-26,low,10.6,3.5
K000669,A00620,2024-02-26,medium,13.9,3.5
K000670,A00620,2024-04-04,medium,10.1,3.9
K000671,A00620,2024-04-01,low,8.7,4.4
K000672,A00621,2026-03-13,medium,32.5,3.4
K000673,A00622,2025-01-19,low,11.3,3.4
K000674,A00623,2026-03-16,low,19.2,3.8
K000675,A00626,2025-09-12,low,2.4,5.0
K000676,A00627,2025-10-14,high,3.5,4.8
K000677,A00627,2025-06-10,low,17.2,4.1
K000678,A00628,2025-09-04,low,4.9,4.4
K000679,A00628,2025-09-27,high,7.9,4.4
K000680,A00632,2025-09-07,low,10.8,4.1
K000681,A00632,2025-12-01,low,8.7,4.0
K000682,A00632,2025-08-17,high,13.7,4.3
K000683,A00635,2025-02-26,high,6.5,5.0
K000684,A00637,2025-09-28,low,5.8,3.9
K000685,A00638,2025-07-09,medium,20.6,4.9
K000686,A00639,2026-02-24,low,2.9,3.7
K000687,A00640,2025-12-05,low,6.1,4.3
K000688,A00641,2026-03-10,low,12.0,4.6
K000689,A00642,2025-10-31,medium,18.9,2.3
K000690,A00643,2025-10-15,high,6.4,3.9
K000691,A00643,2025-10-10,low,19.6,4.2
K000692,A00644,2024-05-31,medium,3.3,5.0
K000693,A00644,2024-08-16,low,4.9,3.7
K000694,A00645,2025-04-30,low,5.0,3.6
K000695,A00646,2026-01-17,medium,5.0,4.7
K000696,A00647,2024-05-14,medium,46.6,4.4
K000697,A00647,2024-10-24,high,38.4,3.6
K000698,A00648,2025-11-18,low,20.7,3.8
K000699,A00648,2026-03-11,high,40.1,2.7
K000700,A00652,2025-11-14,medium,13.3,4.3
K000701,A00653,2025-06-06,high,1.5,4.1
K000702,A00654,2025-05-22,medium,22.1,4.3
K000703,A00655,2026-01-31,medium,3.0,4.8
K000704,A00660,2025-07-14,low,3.8,4.1
K000705,A00660,2025-09-15,medium,13.3,3.9
K000706,A00660,2025-02-27,medium,6.9,4.4
K000707,A00661,2024-09-18,medium,4.9,3.8
K000708,A00661,2024-10-13,low,25.1,3.6
K000709,A00662,2025-09-20,low,2.7,4.3
K000710,A00665,2025-07-16,medium,6.3,4.3
K000711,A00665,2024-08-21,high,17.6,3.1
K000712,A00668,2025-11-18,medium,8.5,4.7
K000713,A00670,2024-09-24,medium,9.2,3.7
K000714,A00671,2024-05-18,low,4.0,5.0
K000715,A00672,2026-01-19,low,9.4,4.9
K000716,A00672,2025-04-16,low,14.1,4.1
K000717,A00674,2025-05-23,high,20.5,3.8
K000718,A00674,2025-08-05,high,5.5,3.6
K000719,A00674,2026-01-23,low,6.6,3.4
K000720,A00674,2026-01-22,low,9.2,3.6
K000721,A00675,2025-02-21,high,9.8,4.1
K000722,A00675,2025-01-25,medium,1.2,4.1
K000723,A00677,2026-03-12,medium,25.5,4.4
K000724,A00677,2026-02-23,medium,30.3,4.7
K000725,A00677,2026-02-28,medium,9.1,3.8
K000726,A00677,2025-11-18,medium,2.8,4.8
K000727,A00679,2025-03-05,low,23.3,4.2
K000728,A00682,2025-03-27,medium,9.0,3.4
K000729,A00684,2025-02-07,high,57.8,2.9
K000730,A00685,2026-01-14,low,2.3,3.1
K000731,A00686,2025-11-15,low,9.8,4.1
K000732,A00686,2025-12-05,low,4.2,3.6
K000733,A00686,2025-01-07,low,16.4,3.4
K000734,A00687,2024-12-13,low,5.1,4.0
K000735,A00689,2026-03-18,medium,20.6,3.6
K000736,A00690,2026-03-16,medium,17.8,4.4
K000737,A00690,2025-10-12,medium,24.5,3.9
K000738,A00690,2025-10-26,medium,16.1,3.9
K000739,A00691,2025-01-11,medium,19.8,3.9
K000740,A00691,2025-02-14,low,5.5,5.0
K000741,A00692,2025-08-29,low,3.2,4.5
K000742,A00692,2026-01-12,medium,2.5,4.5
K000743,A00694,2024-10-24,low,13.4,4.2
K000744,A00694,2025-03-27,low,8.1,4.3
K000745,A00694,2026-03-12,medium,1.4,4.8
K000746,A00694,2024-11-01,medium,8.7,3.8
K000747,A00696,2025-06-28,medium,6.4,3.9
K000748,A00697,2025-11-26,low,15.1,3.7
K000749,A00698,2025-04-01,high,11.5,3.8
K000750,A00699,2025-08-29,high,12.9,3.3
K000751,A00699,2025-05-17,low,13.3,3.2
K000752,A00700,2025-06-24,low,2.4,4.3
K000753,A00700,2025-06-14,low,5.9,3.2
K000754,A00700,2025-01-23,high,4.1,4.3
K000755,A00701,2025-08-14,high,7.8,4.3
K000756,A00702,2026-03-10,low,13.7,4.6
K000757,A00703,2024-06-27,medium,12.3,4.5
K000758,A00703,2024-08-12,medium,14.9,4.9
K000759,A00704,2025-09-08,low,1.5,4.8
K000760,A00705,2026-01-12,high,40.2,3.2
K000761,A00706,2025-08-28,low,4.0,4.6
K000762,A00708,2025-11-23,medium,6.9,4.3
K000763,A00709,2024-12-31,medium,15.1,2.7
K000764,A00709,2024-12-15,low,8.2,4.3
K000765,A00711,2025-10-27,high,7.2,4.1
K000766,A00711,2025-12-07,low,5.9,4.1
K000767,A00712,2026-03-29,medium,24.5,3.2
K000768,A00712,2025-05-07,low,1.0,3.4
K000769,A00713,2025-07-17,low,20.9,3.0
K000770,A00716,2025-10-04,medium,10.4,4.5
K000771,A00717,2026-02-01,low,14.5,4.3
K000772,A00718,2024-11-09,low,20.6,4.2
K000773,A00720,2025-11-03,medium,4.6,3.6
K000774,A00720,2025-09-11,low,6.7,4.9
K000775,A00720,2025-11-26,low,15.8,2.7
K000776,A00720,2026-01-11,medium,12.1,4.1
K000777,A00721,2025-03-09,low,15.3,3.9
K000778,A00725,2024-09-17,medium,22.7,4.0
K000779,A00726,2025-02-24,low,15.6,4.1
K000780,A00727,2025-08-01,low,5.2,3.9
K000781,A00727,2025-10-28,low,3.0,3.6
K000782,A00727,2026-01-22,low,22.3,3.7
K000783,A00728,2025-03-06,medium,11.0,4.3
K000784,A00728,2024-05-04,low,7.6,3.9
K000785,A00728,2024-07-17,low,3.4,3.7
K000786,A00729,2025-09-11,low,1.6,4.0
K000787,A00730,2026-02-06,low,4.1,4.6
K000788,A00730,2025-08-22,low,11.6,4.6
K000789,A00731,2026-03-19,low,7.6,4.9
K000790,A00732,2024-02-23,low,5.7,3.9
K000791,A00733,2025-07-19,high,32.8,4.2
K000792,A00735,2024-11-15,medium,4.7,4.4
K000793,A00735,2024-07-10,low,8.4,4.3
K000794,A00740,2025-09-28,medium,10.4,4.1
K000795,A00744,2024-04-22,high,16.7,3.4
K000796,A00745,2025-05-26,low,36.7,2.7
K000797,A00746,2026-03-05,low,11.7,2.8
K000798,A00746,2025-11-13,low,5.8,4.3
K000799,A00748,2024-12-08,low,7.8,3.9
K000800,A00750,2026-02-28,low,28.0,4.5
K000801,A00750,2025-08-14,low,7.1,4.1
K000802,A00751,2024-06-22,low,8.5,3.1
K000803,A00754,2025-02-09,medium,23.3,4.2
K000804,A00755,2026-02-15,medium,2.9,4.2
K000805,A00756,2024-09-08,medium,15.6,4.5
K000806,A00756,2025-05-01,low,21.5,4.0
K000807,A00757,2025-12-12,medium,5.5,5.0
K000808,A00758,2025-09-13,low,5.9,4.2
K000809,A00759,2024-02-15,low,3.7,4.2
K000810,A00759,2024-10-30,low,4.8,4.5
K000811,A00760,2025-07-19,medium,6.2,3.9
K000812,A00761,2025-07-26,medium,3.9,3.5
K000813,A00763,2024-04-07,medium,18.6,3.8
K000814,A00763,2024-07-30,low,24.3,3.4
K000815,A00763,2024-08-10,low,8.9,3.9
K000816,A00765,2026-03-20,low,3.4,3.1
K000817,A00766,2025-10-20,low,2.1,3.7
K000818,A00768,2025-07-21,low,4.6,4.2
K000819,A00768,2024-04-04,medium,6.2,4.4
K000820,A00769,2025-01-23,low,3.5,4.2
K000821,A00772,2025-01-25,medium,5.4,4.2
K000822,A00775,2026-02-16,low,16.0,4.3
K000823,A00775,2024-09-07,low,15.0,4.1
K000824,A00776,2025-09-16,high,7.3,4.6
K000825,A00776,2025-12-22,low,23.3,3.7
K000826,A00777,2025-06-02,high,24.2,3.1
K000827,A00779,2026-02-27,medium,6.8,4.2
K000828,A00779,2025-11-01,low,11.1,3.6
K000829,A00782,2026-01-29,low,7.7,4.2
K000830,A00782,2026-02-22,high,17.7,2.5
K000831,A00782,2026-02-13,low,4.0,4.8
K000832,A00782,2026-01-17,low,1.7,4.2
K000833,A00785,2025-10-02,high,7.6,3.3
K000834,A00786,2024-12-15,medium,7.4,4.2
K000835,A00787,2026-03-15,medium,6.3,4.6
K000836,A00788,2024-08-29,low,5.9,3.6
K000837,A00788,2024-08-20,high,17.2,3.6
K000838,A00789,2025-06-20,low,1.0,4.7
K000839,A00789,2025-06-19,high,41.7,2.5
K000840,A00790,2026-01-11,high,11.8,3.2
K000841,A00791,2025-03-06,low,8.4,4.2
K000842,A00792,2025-09-05,low,3.4,4.0
K000843,A00792,2025-09-10,medium,8.2,3.3
K000844,A00793,2025-09-25,low,2.0,4.4
K000845,A00795,2024-01-21,low,4.3,4.3
K000846,A00797,2024-02-04,low,14.0,3.8
K000847,A00797,2024-02-07,medium,14.1,3.6
K000848,A00799,2025-05-01,low,20.4,3.3
K000849,A00799,2025-04-07,low,13.1,4.4
K000850,A00800,2025-04-24,medium,23.5,4.7
K000851,A00801,2025-10-31,low,3.4,4.0
K000852,A00801,2026-01-06,low,12.5,4.3
K000853,A00803,2025-11-07,low,7.5,4.2
K000854,A00803,2025-10-06,high,20.4,3.7
K000855,A00804,2025-02-08,high,3.9,3.9
K000856,A00804,2025-06-30,low,1.3,4.2
K000857,A00806,2024-04-03,low,28.0,2.4
K000858,A00806,2024-04-05,low,7.8,3.7
K000859,A00806,2024-05-02,medium,19.4,2.6
K000860,A00807,2025-04-14,high,24.9,3.1
K000861,A00807,2026-03-01,low,6.3,4.2
K000862,A00807,2025-12-18,low,24.9,3.7
K000863,A00808,2024-05-31,low,6.6,4.7
K000864,A00809,2025-01-04,medium,6.1,3.5
K000865,A00809,2024-11-30,medium,17.0,4.1
K000866,A00810,2026-02-28,medium,6.7,4.3
K000867,A00813,2025-12-02,low,2.5,4.2
K000868,A00815,2025-09-11,low,8.8,4.2
K000869,A00816,2026-01-29,low,20.1,3.6
K000870,A00819,2025-05-12,low,4.7,3.7
K000871,A00820,2024-09-11,medium,22.2,3.1
K000872,A00821,2024-08-08,medium,10.3,3.8
K000873,A00821,2024-02-02,medium,2.5,4.2
K000874,A00821,2024-08-16,low,3.3,3.4
K000875,A00821,2024-06-27,medium,14.2,3.7
K000876,A00822,2025-03-28,high,27.5,2.7
K000877,A00822,2025-04-15,low,11.3,3.6
K000878,A00823,2024-09-12,low,16.2,2.8
K000879,A00823,2025-06-01,medium,9.0,4.0
K000880,A00824,2025-06-07,low,3.8,4.7
K000881,A00824,2025-07-17,low,31.5,3.1
K000882,A00825,2025-10-11,medium,2.6,4.2
K000883,A00826,2025-10-14,medium,26.8,3.5
K000884,A00826,2024-12-04,low,19.4,5.0
K000885,A00827,2025-06-26,low,19.6,4.0
K000886,A00827,2025-08-20,low,9.9,3.8
K000887,A00828,2024-07-23,high,5.1,3.1
K000888,A00829,2025-09-05,medium,4.7,4.5
K000889,A00830,2025-12-07,medium,13.8,2.9
K000890,A00831,2025-06-23,low,12.4,3.4
K000891,A00831,2025-07-24,low,1.0,4.9
K000892,A00832,2025-01-01,medium,14.6,2.9
K000893,A00833,2024-11-29,medium,11.1,3.8
K000894,A00834,2025-12-26,low,7.5,4.1
K000895,A00835,2025-12-09,low,3.5,4.0
K000896,A00835,2025-07-24,low,2.3,4.6
K000897,A00835,2026-01-30,medium,11.4,3.4
K000898,A00836,2025-01-03,low,7.9,3.6
K000899,A00836,2025-02-22,medium,14.4,4.6
K000900,A00837,2025-05-15,medium,11.3,3.7
K000901,A00837,2025-06-03,low,13.2,4.0
K000902,A00838,2026-02-09,high,65.7,2.7
K000903,A00838,2025-12-04,medium,6.7,4.6
K000904,A00840,2025-09-21,low,8.2,5.0
K000905,A00842,2025-07-16,medium,18.9,2.7
K000906,A00843,2025-03-17,low,16.0,3.6
K000907,A00844,2025-05-03,medium,19.6,4.4
K000908,A00845,2025-10-27,medium,4.8,4.4
K000909,A00846,2026-03-10,low,30.9,3.2
K000910,A00847,2024-10-03,medium,4.5,4.0
K000911,A00848,2025-03-31,low,7.2,3.6
K000912,A00849,2026-02-20,low,9.6,3.5
K000913,A00850,2025-11-28,medium,15.5,2.7
K000914,A00851,2024-10-24,medium,6.3,3.7
K000915,A00852,2025-01-08,high,0.8,4.0
K000916,A00852,2024-09-27,medium,11.8,4.1
K000917,A00853,2025-10-23,low,3.2,3.9
K000918,A00853,2026-01-24,medium,7.8,3.6
K000919,A00853,2026-02-24,medium,4.6,4.0
K000920,A00855,2024-06-29,high,5.9,3.6
K000921,A00855,2024-05-19,high,22.0,3.8
K000922,A00855,2024-06-04,low,14.8,3.7
K000923,A00858,2026-03-09,low,8.6,4.3
K000924,A00858,2025-11-21,low,8.7,4.2
K000925,A00858,2025-07-22,high,16.3,3.0
K000926,A00859,2025-08-18,high,26.6,3.4
K000927,A00859,2024-12-26,low,11.3,4.0
K000928,A00860,2026-01-17,medium,24.9,3.3
K000929,A00861,2025-06-30,high,12.1,3.3
K000930,A00863,2026-01-21,medium,14.7,3.6
K000931,A00863,2025-08-13,high,20.0,4.1
K000932,A00863,2025-06-19,low,20.3,3.6
K000933,A00863,2026-03-28,low,23.6,4.8
K000934,A00863,2025-10-08,medium,10.6,4.5
K000935,A00864,2025-04-07,medium,10.9,3.0
K000936,A00865,2024-03-22,medium,23.8,4.0
K000937,A00865,2024-04-06,low,17.5,3.9
K000938,A00866,2025-11-08,high,47.4,2.3
K000939,A00867,2025-12-10,low,15.5,4.1
K000940,A00868,2025-12-24,medium,17.6,2.8
K000941,A00869,2024-05-28,high,20.6,3.9
K000942,A00870,2024-06-01,low,25.6,3.4
K000943,A00873,2026-03-13,medium,8.7,4.0
K000944,A00873,2025-11-13,low,4.8,4.8
K000945,A00875,2025-09-18,low,7.4,3.7
K000946,A00875,2025-07-31,low,7.1,4.1
K000947,A00875,2026-01-23,high,5.6,4.0
K000948,A00876,2025-08-17,low,5.8,3.8
K000949,A00876,2025-10-01,low,22.2,4.5
K000950,A00878,2025-03-31,medium,7.1,4.0
K000951,A00880,2025-10-24,medium,2.9,4.3
K000952,A00880,2026-01-19,medium,7.6,4.1
K000953,A00882,2026-01-03,low,12.4,4.1
K000954,A00883,2025-10-03,medium,9.9,4.3
K000955,A00883,2025-10-04,low,16.5,4.4
K000956,A00883,2025-10-12,low,12.5,3.4
K000957,A00886,2024-09-23,low,14.3,4.0
K000958,A00886,2024-09-07,low,1.1,4.4
K000959,A00888,2025-09-26,low,5.8,4.4
K000960,A00888,2024-06-09,medium,3.8,4.8
K000961,A00888,2025-10-27,low,3.9,3.8
K000962,A00889,2024-11-02,low,8.7,4.1
K000963,A00889,2025-07-28,low,4.8,3.0
K000964,A00892,2025-12-31,low,8.4,3.8
K000965,A00892,2025-11-13,low,12.7,4.5
K000966,A00892,2025-09-07,low,8.9,4.3
K000967,A00892,2025-10-22,low,8.9,4.8
K000968,A00892,2025-12-06,low,9.0,3.6
K000969,A00892,2026-01-18,medium,7.8,3.9
K000970,A00893,2024-12-14,medium,10.7,3.9
K000971,A00893,2025-07-27,medium,10.1,5.0
K000972,A00893,2026-03-15,low,15.0,3.3
K000973,A00895,2025-08-28,low,13.2,4.3
K000974,A00896,2025-08-05,medium,20.4,3.2
K000975,A00896,2026-03-26,low,16.0,3.7
K000976,A00896,2025-09-10,low,9.0,4.3
K000977,A00896,2025-10-20,low,4.2,3.8
K000978,A00897,2025-09-26,medium,22.5,3.7
K000979,A00898,2024-06-23,medium,15.7,4.0
K000980,A00898,2025-09-07,medium,15.6,4.4
K000981,A00899,2025-02-18,low,5.0,4.2
K000982,A00899,2025-05-16,medium,21.5,3.0
K000983,A00900,2025-03-15,medium,0.5,4.2
K000984,A00900,2025-08-29,low,8.6,3.1
K000985,A00900,2026-02-09,low,5.5,3.6
K000986,A00901,2025-04-02,low,4.6,4.4
K000987,A00902,2024-10-03,medium,23.9,2.8
K000988,A00903,2024-05-08,low,2.7,4.5
K000989,A00903,2024-01-25,medium,4.3,4.4
K000990,A00903,2024-04-13,low,8.4,4.8
K000991,A00903,2024-06-05,medium,17.3,4.7
K000992,A00906,2025-03-07,medium,7.5,4.1
K000993,A00906,2025-05-25,high,20.2,3.9
K000994,A00907,2025-03-10,high,10.5,4.2
K000995,A00908,2024-09-19,medium,29.7,4.8
K000996,A00908,2025-03-27,medium,12.8,4.3
K000997,A00910,2025-06-03,low,11.1,4.5
K000998,A00910,2025-12-11,low,24.4,3.6
K000999,A00911,2025-08-23,low,20.6,3.4
K001000,A00912,2025-10-29,medium,8.3,5.0
K001001,A00912,2025-10-12,low,24.3,3.1
K001002,A00912,2026-01-11,low,2.2,3.2
K001003,A00913,2025-12-22,low,6.0,3.5
K001004,A00913,2026-01-15,low,6.3,3.8
K001005,A00913,2025-10-13,low,10.2,3.5
K001006,A00916,2026-01-08,low,16.6,4.1
K001007,A00916,2025-12-10,medium,9.0,3.9
K001008,A00919,2025-08-27,medium,14.7,3.4
K001009,A00920,2025-05-29,medium,0.7,4.3
K001010,A00920,2025-05-23,low,1.6,4.2
K001011,A00921,2024-04-30,medium,12.1,4.8
K001012,A00922,2025-07-03,low,6.5,4.5
K001013,A00923,2025-08-22,low,9.2,3.8
K001014,A00924,2026-03-16,low,6.0,4.1
K001015,A00925,2026-02-19,high,41.0,3.6
K001016,A00926,2025-02-06,medium,4.8,4.2
K001017,A00926,2025-10-29,high,2.9,4.5
K001018,A00930,2026-01-15,low,7.5,4.6
K001019,A00930,2025-11-18,medium,6.4,4.1
K001020,A00931,2025-07-17,low,6.0,4.0
K001021,A00933,2026-01-16,low,8.8,4.9
K001022,A00934,2025-10-27,low,0.5,3.0
K001023,A00935,2025-09-11,medium,16.0,4.4
K001024,A00935,2025-08-22,medium,24.9,3.9
K001025,A00935,2025-06-12,medium,4.0,4.9
K001026,A00935,2025-07-16,medium,7.3,3.1
K001027,A00936,2024-05-17,low,7.8,3.9
K001028,A00936,2024-10-09,low,1.9,4.8
K001029,A00938,2024-08-02,low,6.6,3.8
K001030,A00938,2025-02-03,high,9.4,3.9
K001031,A00941,2025-05-14,low,11.6,4.0
K001032,A00941,2025-05-30,low,8.5,4.0
K001033,A00942,2025-12-31,medium,23.2,3.2
K001034,A00943,2024-12-29,medium,4.6,3.8
K001035,A00944,2024-12-20,medium,13.2,3.7
K001036,A00944,2025-02-25,medium,12.6,4.0
K001037,A00944,2025-08-29,low,9.0,4.6
K001038,A00945,2025-01-29,medium,12.6,4.3
K001039,A00946,2025-04-25,high,41.6,2.2
K001040,A00947,2025-11-12,medium,14.0,4.0
K001041,A00948,2025-09-11,high,14.1,4.5
K001042,A00948,2025-09-22,low,6.0,4.3
K001043,A00948,2025-07-08,low,21.6,3.6
K001044,A00949,2025-12-24,medium,11.3,4.3
K001045,A00954,2024-06-23,medium,5.2,3.4
K001046,A00954,2024-06-06,low,15.2,4.3
K001047,A00954,2024-05-22,medium,11.3,4.4
K001048,A00955,2025-11-20,low,21.3,3.3
K001049,A00956,2025-09-17,medium,1.8,4.2
K001050,A00956,2025-07-27,low,22.6,3.4
K001051,A00956,2025-12-15,high,11.0,3.8
K001052,A00958,2025-08-01,low,9.8,4.2
K001053,A00959,2025-12-29,low,11.7,3.8
K001054,A00959,2024-12-11,low,2.7,3.8
K001055,A00959,2026-03-03,medium,23.2,4.1
K001056,A00960,2025-01-31,medium,15.0,3.4
K001057,A00960,2025-01-02,low,13.8,3.8
K001058,A00963,2024-05-12,low,10.1,3.4
K001059,A00963,2024-05-02,low,4.9,4.5
K001060,A00964,2026-01-21,low,13.8,4.1
K001061,A00964,2025-12-04,low,11.5,3.5
K001062,A00967,2026-01-21,low,20.5,3.3
K001063,A00967,2025-11-15,low,7.9,5.0
K001064,A00968,2025-02-28,low,7.4,5.0
K001065,A00968,2024-06-07,medium,5.0,3.7
K001066,A00971,2025-03-01,high,14.3,3.7
K001067,A00972,2024-06-13,medium,13.3,4.4
K001068,A00972,2025-01-20,low,9.1,4.1
K001069,A00972,2025-06-14,low,8.3,3.8
K001070,A00972,2024-04-01,medium,6.1,3.6
K001071,A00973,2024-03-30,low,13.3,4.4
K001072,A00974,2025-11-06,low,3.6,4.8
K001073,A00974,2026-02-17,low,18.5,3.5
K001074,A00975,2024-11-23,low,10.4,4.8
K001075,A00975,2025-03-06,low,11.0,4.5
K001076,A00976,2025-11-17,low,17.3,3.7
K001077,A00977,2024-12-02,low,8.5,3.3
K001078,A00978,2024-12-12,medium,3.3,3.8
K001079,A00979,2026-01-15,low,16.9,3.9
K001080,A00982,2026-03-11,low,12.2,2.8
K001081,A00982,2026-02-24,low,8.4,4.3
K001082,A00982,2025-11-24,medium,22.4,3.4
K001083,A00985,2024-05-17,low,5.0,5.0
K001084,A00985,2024-05-10,low,8.6,4.1
K001085,A00985,2024-05-16,low,13.8,3.7
K001086,A00985,2024-04-21,low,12.7,3.9
K001087,A00985,2024-04-21,medium,3.1,3.8
K001088,A00986,2025-10-22,medium,9.9,3.5
K001089,A00987,2025-09-11,low,3.8,5.0
K001090,A00988,2025-01-21,medium,3.9,3.3
K001091,A00989,2025-07-04,medium,14.8,4.5
K001092,A00993,2025-08-19,medium,7.0,5.0
K001093,A00993,2025-08-26,medium,3.8,3.8
K001094,A00993,2025-08-30,low,17.4,3.0
K001095,A00993,2025-08-31,low,11.5,4.6
K001096,A00994,2025-04-07,low,7.9,4.5
K001097,A00996,2025-09-10,low,6.8,4.9
K001098,A00997,2025-09-04,medium,5.6,3.4
K001099,A00997,2025-09-21,high,42.1,2.6
K001100,A00997,2025-07-26,low,28.7,4.2
K001101,A00999,2026-02-21,medium,14.1,4.1
